customer_id,name,age,gender,city,region,income_bracket,segment,shopping_frequency,preferred_channel,preferred_category,loyalty_tier,registration_date,is_active,email,phone,app_installed,email_opt_in,sms_opt_in
C05767,Ridhi Kapadia,28,Female,Agra,North,2-5L,Fashion Enthusiast,2.5,Push Notification,Activewear,Silver,2022-07-18,True,elijah10@example.net,03429464117,True,True,False
C05768,Vihaan Halder,58,Female,Kolkata,East,>50L,Impulse Buyer,9.7,Email,Activewear,Gold,2020-04-09,True,dkale@example.net,5825929828,True,False,False
C05769,Nihal Dhaliwal,47,Female,Ahmedabad,West,2-5L,Brand Loyalist,8.0,Email,Bottoms,Bronze,2018-02-07,True,sanghvijackson@example.net,2332941946,True,True,True
C05770,Aayush Sridhar,57,Male,Vadodara,West,<2L,Frequent Buyer,8.6,Email,Activewear,Bronze,2018-01-27,True,ikbal81@example.com,7750411905,True,True,False
C05771,Widisha Venkatesh,38,Female,Bhopal,Central,5-10L,Seasonal Buyer,1.8,Email,Ethnic Wear,Bronze,2018-04-11,True,jacksongarg@example.com,2239668729,False,False,True
C05772,Nimrat Kota,49,Male,Mumbai,West,>50L,Family Shopper,11.5,SMS,Dresses,Bronze,2023-07-01,True,srinivasanyochana@example.com,0888823900,False,True,True
C05773,Madhav Dugar,56,Male,Jaipur,North,2-5L,Budget Shopper,2.5,WhatsApp,Outerwear,Silver,2022-03-06,False,yauvanidutta@example.com,+912563747626,True,True,True
C05774,Ekalinga Uppal,24,Male,Delhi,North,<2L,Budget Shopper,4.2,WhatsApp,Dresses,Silver,2018-01-26,True,chaitanya70@example.net,7371161741,True,True,True
C05775,Janya Dubey,36,Female,Delhi,North,5-10L,Working Professional,6.2,In-App,Footwear,Bronze,2022-01-30,True,bahluwalia@example.net,08032409716,True,True,False
C05776,Wriddhish Mahal,55,Female,Ludhiana,North,20-50L,Luxury Shopper,3.3,Email,Bottoms,Gold,2018-06-03,True,tnigam@example.net,+910291467260,True,True,True
C05777,Christopher Brahmbhatt,45,Female,Ahmedabad,West,<2L,Family Shopper,11.8,In-App,Bottoms,Gold,2020-02-04,True,ebakshi@example.org,+913897089520,True,True,False
C05778,Jack Morar,53,Female,Hyderabad,South,2-5L,Budget Shopper,4.5,WhatsApp,Ethnic Wear,Gold,2019-02-17,False,bathgeorge@example.net,7109126761,True,True,False
C05779,Noah Viswanathan,21,Female,Mumbai,West,<2L,Student,3.4,Email,Tops,Silver,2022-03-13,True,gabrielaurora@example.net,+911939810357,False,True,False
C05780,Ishwar Goswami,21,Male,Surat,West,2-5L,Budget Shopper,2.5,Push Notification,Accessories,Silver,2021-02-11,True,devnarasimhan@example.net,07073301928,True,True,False
C05781,Liam Bobal,42,Female,Mumbai,West,20-50L,Fashion Enthusiast,9.7,WhatsApp,Ethnic Wear,Silver,2023-02-08,True,imaranbaria@example.org,+916309840863,True,False,False
C05782,Yatan Ratti,65,Male,Chennai,South,5-10L,Brand Loyalist,3.4,Email,Activewear,Silver,2018-08-20,True,divya88@example.com,09344078858,True,False,False
C05783,Hritik Walla,28,Female,Hyderabad,South,10-20L,Brand Loyalist,8.7,In-App,Activewear,Silver,2021-05-01,True,jagdishdugal@example.net,+911982630359,True,True,False
C05784,Abdul Chokshi,60,Female,Ahmedabad,West,20-50L,Impulse Buyer,10.3,Email,Activewear,Silver,2021-09-06,True,vedantsaraf@example.org,06033397905,True,False,True
C05785,George Nigam,59,Female,Surat,West,<2L,Budget Shopper,5.5,WhatsApp,Outerwear,Silver,2021-07-11,True,mnatarajan@example.net,+912341577501,False,False,False
C05786,Amrita Dasgupta,64,Female,Bhopal,Central,<2L,Brand Loyalist,4.3,WhatsApp,Dresses,Gold,2021-06-27,True,ckant@example.com,01232127509,True,True,False
C05787,Anjali Memon,24,Female,Pune,West,<2L,Student,9.1,Push Notification,Bottoms,Bronze,2018-12-30,False,ejayaraman@example.org,+917701559005,False,False,False
C05788,Vyanjana Sampath,60,Male,Pune,West,<2L,Budget Shopper,3.1,WhatsApp,Activewear,Bronze,2019-03-17,True,kariazad@example.net,8167720809,True,True,False
C05789,Anamika Gade,57,Female,Nagpur,Central,2-5L,Budget Shopper,2.7,Push Notification,Tops,Gold,2019-11-19,True,ychatterjee@example.com,+919691360953,True,True,True
C05790,Amruta Gour,38,Male,Vadodara,West,5-10L,Frequent Buyer,14.5,WhatsApp,Outerwear,Silver,2018-03-04,True,abdulramesh@example.com,4673316719,False,True,True
C05791,Meera Sahni,50,Female,Bengaluru,South,5-10L,Family Shopper,4.1,WhatsApp,Ethnic Wear,Silver,2019-10-11,True,kashyapwyatt@example.net,2628918378,False,True,True
C05792,Rachit Rai,63,Male,Hyderabad,South,>50L,Frequent Buyer,14.7,SMS,Bottoms,Bronze,2020-10-22,True,kiaan54@example.com,2524161663,False,False,False
C05793,Qarin Keer,33,Male,Bengaluru,South,10-20L,Fashion Enthusiast,3.3,Push Notification,Outerwear,Bronze,2023-05-01,True,frederick74@example.com,1848132673,True,True,False
C05794,Zashil Mangat,18,Female,Ahmedabad,West,<2L,Student,10.1,WhatsApp,Accessories,Silver,2023-05-01,True,salvisarthak@example.com,9265495279,False,False,False
C05795,Isaiah Jain,39,Female,Lucknow,North,10-20L,Working Professional,4.2,In-App,Dresses,Bronze,2022-06-30,False,azaanjain@example.org,+913103373361,True,False,True
C05796,Teerth More,45,Male,Jaipur,North,<2L,Frequent Buyer,11.8,In-App,Ethnic Wear,Bronze,2022-11-07,False,jagatsani@example.net,+917339883255,False,False,True
C05797,Harrison Borra,35,Female,Ahmedabad,West,10-20L,Working Professional,5.6,WhatsApp,Activewear,Bronze,2019-03-02,True,mitesh87@example.com,03825307760,True,True,False
C05798,Vedant Ganguly,21,Female,Delhi,North,2-5L,Budget Shopper,3.5,WhatsApp,Accessories,Silver,2021-11-15,True,ryadav@example.org,+911490604679,True,False,False
C05799,Owen Hayer,55,Male,Vadodara,West,>50L,Luxury Shopper,3.6,WhatsApp,Dresses,Gold,2022-12-17,True,bsodhi@example.com,+916105151349,True,True,False
C05800,Tara Dhillon,45,Male,Hyderabad,South,2-5L,Brand Loyalist,10.2,SMS,Activewear,Silver,2021-10-05,True,indiranatarajan@example.net,+914690615339,True,True,True
C05801,Ishaan Hans,51,Female,Bengaluru,South,2-5L,Frequent Buyer,8.6,SMS,Innerwear,Gold,2021-08-30,True,guneetshah@example.org,03397190223,False,False,False
C05802,Ranveer Mall,28,Female,Indore,Central,5-10L,Working Professional,9.0,WhatsApp,Tops,Silver,2019-07-04,True,rajeshri00@example.com,+913008638649,True,True,False
C05803,Widisha Dhawan,22,Female,Hyderabad,South,<2L,Student,6.8,WhatsApp,Tops,Bronze,2020-05-23,True,karan89@example.net,8185609189,False,True,True
C05804,Advika Gola,41,Female,Surat,West,2-5L,Impulse Buyer,12.0,In-App,Accessories,Silver,2019-04-25,True,randhawalaksh@example.net,5652919305,False,True,False
C05805,Vasudha Natarajan,60,Female,Chennai,South,<2L,Frequent Buyer,10.4,Email,Tops,Bronze,2022-07-21,True,kuruvillatara@example.org,07890442209,False,False,True
C05806,Mitali Krishnamurthy,52,Female,Surat,West,>50L,Luxury Shopper,3.7,WhatsApp,Outerwear,Platinum,2018-03-05,True,bainsrishi@example.org,+917180351645,False,True,True
C05807,Megha Narang,24,Female,Jaipur,North,<2L,Budget Shopper,5.5,Push Notification,Dresses,Bronze,2022-01-14,True,umangbora@example.com,+913731025117,True,True,False
C05808,Eesha Hegde,21,Female,Bhopal,Central,2-5L,Budget Shopper,5.1,Push Notification,Innerwear,Bronze,2021-07-04,True,etailor@example.net,+912492085554,True,True,True
C05809,Janaki Arora,20,Male,Indore,Central,20-50L,Fashion Enthusiast,10.0,In-App,Ethnic Wear,Silver,2023-02-07,True,frado81@example.org,7543870983,True,True,True
C05810,Teerth Dugal,38,Male,Chandigarh,North,10-20L,Brand Loyalist,4.9,WhatsApp,Dresses,Silver,2020-05-30,True,zachariahanirudh@example.org,3738033837,True,True,True
C05811,Ryan Goswami,49,Female,Lucknow,North,>50L,Luxury Shopper,2.9,In-App,Dresses,Silver,2018-10-26,True,nbaral@example.net,3225304910,True,True,True
C05812,Isaiah Mani,55,Female,Ludhiana,North,>50L,Impulse Buyer,2.9,Push Notification,Outerwear,Silver,2018-12-01,True,yashodhara23@example.org,8606427725,True,False,False
C05813,Vrishti Gopal,19,Male,Delhi,North,<2L,Student,3.3,WhatsApp,Footwear,Platinum,2023-11-17,True,mannharsh@example.org,00229572865,True,True,True
C05814,Avi Garde,45,Female,Jaipur,North,<2L,Budget Shopper,5.9,Email,Accessories,Gold,2018-10-17,True,zranganathan@example.com,+916858084891,True,True,True
C05815,Lohit Uppal,56,Female,Patna,East,5-10L,Brand Loyalist,9.2,WhatsApp,Dresses,Silver,2023-09-25,True,xloke@example.com,+918814313328,False,True,True
C05816,Gagan Brahmbhatt,47,Female,Chandigarh,North,2-5L,Budget Shopper,2.7,In-App,Footwear,Bronze,2018-04-12,True,dbobal@example.com,+910555413981,False,True,True
C05817,Harrison Madan,41,Female,Hyderabad,South,5-10L,Frequent Buyer,11.8,SMS,Innerwear,Silver,2021-10-04,True,kmadan@example.org,3974245888,True,True,True
C05818,Kabir Sastry,18,Female,Delhi,North,<2L,Impulse Buyer,10.5,WhatsApp,Bottoms,Bronze,2019-02-27,True,tailortheodore@example.com,+913272220390,True,False,True
C05819,Lakshmi Sem,34,Female,Vadodara,West,20-50L,Luxury Shopper,3.4,Push Notification,Dresses,Silver,2020-07-16,False,falakmandal@example.net,4917922803,False,True,True
C05820,Hredhaan Mammen,39,Female,Agra,North,<2L,Seasonal Buyer,2.7,SMS,Outerwear,Gold,2023-12-20,True,megha24@example.com,07409616862,False,False,True
C05821,Tara Pradhan,20,Female,Jaipur,North,20-50L,Brand Loyalist,7.4,Push Notification,Ethnic Wear,Gold,2022-12-05,True,pmanda@example.com,08207251043,False,True,False
C05822,Qushi Walia,24,Male,Bhopal,Central,2-5L,Budget Shopper,2.4,Push Notification,Dresses,Silver,2022-03-06,True,ishita68@example.com,+910427499861,False,True,True
C05823,Umang Shere,27,Female,Surat,West,2-5L,Brand Loyalist,5.3,Email,Ethnic Wear,Bronze,2018-04-04,True,varkeyazaan@example.com,0450673632,True,True,True
C05824,Qarin Atwal,55,Female,Lucknow,North,20-50L,Luxury Shopper,1.1,In-App,Bottoms,Gold,2019-02-09,True,rajatarajagopalan@example.com,+914820165762,True,True,False
C05825,Vrishti Tandon,42,Female,Jaipur,North,10-20L,Family Shopper,11.9,SMS,Tops,Bronze,2021-08-22,True,jissac@example.net,+913416427165,True,True,True
C05826,Ekbal Hayer,21,Female,Nagpur,Central,2-5L,Fashion Enthusiast,7.2,SMS,Ethnic Wear,Bronze,2019-12-05,True,zashilmemon@example.org,2785968317,True,False,True
C05827,Naveen Tandon,56,Male,Delhi,North,5-10L,Brand Loyalist,9.4,Push Notification,Tops,Bronze,2018-02-08,True,xdara@example.org,+914982022507,True,False,False
C05828,Nikita Parikh,39,Male,Ahmedabad,West,20-50L,Brand Loyalist,10.6,In-App,Dresses,Bronze,2019-01-30,True,walikashish@example.org,06342554394,True,False,False
C05829,Vinaya Ahuja,33,Female,Ludhiana,North,5-10L,Working Professional,11.5,WhatsApp,Ethnic Wear,Platinum,2018-09-15,True,pranit87@example.org,+911468212432,False,True,True
C05830,Yatin Bir,25,Male,Nagpur,Central,>50L,Impulse Buyer,5.3,WhatsApp,Bottoms,Platinum,2019-12-03,True,ikalita@example.net,0222786922,True,True,False
C05831,Utkarsh Bansal,52,Male,Delhi,North,20-50L,Luxury Shopper,1.2,SMS,Bottoms,Silver,2018-04-27,True,kotharigirish@example.net,+910265421467,False,True,True
C05832,Hemang Rajagopal,51,Male,Indore,Central,20-50L,Luxury Shopper,3.1,In-App,Ethnic Wear,Bronze,2020-07-22,True,varsha29@example.com,+919384264008,True,False,True
C05833,Finn Sehgal,23,Female,Vadodara,West,<2L,Student,2.7,Email,Innerwear,Bronze,2022-11-10,True,qasim07@example.com,+915636380310,True,False,True
C05834,Rachit Chand,52,Female,Nagpur,Central,>50L,Brand Loyalist,11.1,Email,Ethnic Wear,Silver,2021-03-07,True,christophersachdeva@example.com,+912906347013,True,False,True
C05835,Vivaan Palla,19,Male,Indore,Central,<2L,Budget Shopper,5.9,SMS,Innerwear,Bronze,2021-10-09,True,wardasoni@example.com,02649390713,True,False,False
C05836,Vasatika Nigam,33,Female,Lucknow,North,2-5L,Budget Shopper,5.2,SMS,Footwear,Bronze,2020-05-02,True,victornori@example.com,+916105084406,True,False,True
C05837,Dalaja Johal,37,Male,Agra,North,>50L,Brand Loyalist,5.9,Push Notification,Ethnic Wear,Bronze,2018-03-02,False,gaurang08@example.com,8385851299,True,False,False
C05838,Oeshi Pandit,41,Female,Indore,Central,20-50L,Family Shopper,6.4,In-App,Innerwear,Bronze,2022-01-22,False,bassigaurav@example.com,9589288660,True,True,True
C05839,Keya Gera,65,Male,Chandigarh,North,20-50L,Frequent Buyer,11.2,SMS,Tops,Platinum,2021-08-20,False,zaitra34@example.net,9566637243,True,True,True
C05840,Ekani Tella,24,Male,Vadodara,West,10-20L,Seasonal Buyer,2.5,In-App,Innerwear,Silver,2019-11-14,True,handasanya@example.com,05078343483,False,True,True
C05841,Avni Vora,18,Female,Delhi,North,<2L,Budget Shopper,4.1,In-App,Innerwear,Gold,2023-10-23,True,aadikapoor@example.com,+912584543137,True,True,True
C05842,Quincy Bhasin,50,Male,Nagpur,Central,>50L,Luxury Shopper,2.5,WhatsApp,Innerwear,Silver,2021-06-28,True,kevinvala@example.org,0884383213,True,True,True
C05843,Fariq Konda,60,Female,Bengaluru,South,10-20L,Brand Loyalist,5.5,SMS,Tops,Bronze,2023-03-01,True,biswasarin@example.net,05278962884,False,True,True
C05844,Yashasvi Das,58,Male,Nagpur,Central,5-10L,Brand Loyalist,5.3,WhatsApp,Tops,Silver,2021-11-30,False,mohini85@example.net,02172608213,False,False,True
C05845,Fitan Garg,33,Other,Ludhiana,North,2-5L,Fashion Enthusiast,6.9,Email,Footwear,Bronze,2021-05-23,True,veerdara@example.org,08466956171,True,True,True
C05846,Tarak Ganguly,46,Female,Indore,Central,5-10L,Family Shopper,4.2,In-App,Activewear,Silver,2020-04-27,True,jkadakia@example.net,+917974139731,True,True,True
C05847,Warda Amble,36,Male,Hyderabad,South,<2L,Budget Shopper,4.3,Push Notification,Ethnic Wear,Gold,2020-07-09,True,usaxena@example.com,+914904858452,True,True,True
C05848,Ekaraj Dugar,24,Female,Chandigarh,North,<2L,Budget Shopper,4.5,Push Notification,Accessories,Bronze,2021-06-02,False,aradhana35@example.com,+910621748819,True,False,True
C05849,Libni Bala,27,Female,Surat,West,10-20L,Working Professional,9.0,Push Notification,Ethnic Wear,Bronze,2021-05-28,True,xranganathan@example.net,+914565016385,True,True,False
C05850,Zaid Biswas,27,Female,Nagpur,Central,2-5L,Impulse Buyer,3.0,SMS,Activewear,Bronze,2021-04-03,True,wwalla@example.com,00814508237,False,True,False
C05851,Yahvi Patil,35,Female,Ahmedabad,West,>50L,Brand Loyalist,6.7,In-App,Outerwear,Silver,2019-02-04,True,krishnajani@example.net,03256589931,True,False,False
C05852,Shivansh Bali,52,Female,Hyderabad,South,20-50L,Frequent Buyer,13.1,Push Notification,Activewear,Bronze,2021-11-20,True,bordeethan@example.org,06800369155,True,True,False
C05853,Manan Sangha,35,Male,Jaipur,North,>50L,Luxury Shopper,1.9,Push Notification,Innerwear,Gold,2020-10-21,True,dugarradhika@example.com,01518193310,True,True,False
C05854,Vihaan Krishna,23,Female,Lucknow,North,5-10L,Frequent Buyer,16.3,Email,Innerwear,Silver,2021-05-20,True,ymajumdar@example.com,1316381288,True,True,False
C05855,Ethan Mand,55,Male,Patna,East,>50L,Luxury Shopper,2.2,SMS,Tops,Bronze,2020-06-30,True,dugaldaksha@example.net,8545749989,False,False,True
C05856,Triveni Khosla,18,Female,Patna,East,2-5L,Budget Shopper,3.9,In-App,Bottoms,Silver,2022-01-19,False,goswamiishanvi@example.com,04086991977,False,False,False
C05857,Jeevika Nadig,35,Female,Pune,West,10-20L,Working Professional,10.0,Email,Footwear,Bronze,2022-06-29,True,wsrivastava@example.com,4204909095,True,False,False
C05858,Bina Krishnamurthy,62,Male,Bengaluru,South,<2L,Budget Shopper,2.7,Email,Tops,Silver,2022-10-21,True,david56@example.com,05197171823,True,False,True
C05859,Rishi Bahri,29,Female,Nagpur,Central,2-5L,Budget Shopper,2.1,SMS,Accessories,Bronze,2022-09-09,False,swamyjeet@example.net,02778702268,True,False,True
C05860,Arunima Bhandari,32,Female,Pune,West,>50L,Frequent Buyer,13.8,In-App,Dresses,Silver,2018-02-18,True,vedhikasinha@example.org,+914890262181,True,True,True
C05861,Chandani Bala,21,Female,Patna,East,<2L,Student,7.2,WhatsApp,Activewear,Bronze,2022-09-07,True,itailor@example.com,03863645895,True,True,True
C05862,Prisha Som,33,Male,Hyderabad,South,>50L,Frequent Buyer,14.6,Email,Footwear,Silver,2022-08-11,True,rauanirudh@example.net,0647242213,True,True,False
C05863,Eesha Natarajan,35,Male,Agra,North,5-10L,Working Professional,4.3,Email,Footwear,Silver,2021-02-20,True,battanihal@example.org,+917504916842,True,True,False
C05864,Charan Krishnamurthy,49,Female,Hyderabad,South,2-5L,Budget Shopper,5.6,In-App,Outerwear,Silver,2018-04-27,True,waliubika@example.com,+913659896432,False,False,True
C05865,Chanchal Behl,52,Male,Delhi,North,20-50L,Luxury Shopper,1.7,Push Notification,Innerwear,Gold,2019-08-04,True,shashaurya@example.com,+915470408063,False,True,True
C05866,Yashoda Ganesh,18,Female,Chennai,South,<2L,Budget Shopper,4.9,SMS,Activewear,Bronze,2018-04-10,True,quincyrau@example.com,06212999445,False,True,True
C05867,Vaishnavi Lala,34,Female,Ahmedabad,West,5-10L,Frequent Buyer,17.6,WhatsApp,Tops,Bronze,2022-04-23,True,desainidhi@example.com,1761214300,True,True,True
C05868,Yahvi Kala,61,Male,Kolkata,East,>50L,Fashion Enthusiast,4.3,Email,Tops,Bronze,2023-08-21,True,rajagopalanlibni@example.net,6238127758,False,True,False
C05869,Tarak Bal,47,Female,Kochi,South,<2L,Family Shopper,11.5,Push Notification,Tops,Bronze,2018-10-02,True,anitachoudhury@example.com,+913699879045,True,True,True
C05870,Pooja Manne,42,Female,Bhopal,Central,>50L,Impulse Buyer,11.7,Email,Bottoms,Gold,2018-01-22,True,wardakorpal@example.net,1674742768,True,True,False
C05871,Falguni Chacko,19,Male,Kolkata,East,<2L,Student,11.3,Email,Activewear,Gold,2023-10-25,False,lajita12@example.net,4465808682,True,True,False
C05872,Mahika Choudhary,36,Male,Vadodara,West,<2L,Budget Shopper,5.8,In-App,Activewear,Bronze,2018-08-25,True,gauridutt@example.net,04259154339,False,False,False
C05873,Abha Yogi,21,Male,Agra,North,20-50L,Impulse Buyer,6.9,In-App,Outerwear,Silver,2019-08-15,True,yogixalak@example.com,+910691843451,False,True,False
C05874,Peter Roy,28,Female,Kolkata,East,<2L,Budget Shopper,2.2,In-App,Outerwear,Bronze,2023-08-06,True,tsawhney@example.org,1884437662,True,True,True
C05875,Unnati Dhillon,26,Male,Bengaluru,South,5-10L,Brand Loyalist,11.9,In-App,Activewear,Bronze,2021-06-12,True,umannan@example.org,9322349268,True,False,True
C05876,Tejas Dhawan,37,Female,Lucknow,North,5-10L,Working Professional,3.1,Email,Ethnic Wear,Bronze,2021-12-22,True,aahanachakraborty@example.org,8324526562,False,True,False
C05877,Azad Wagle,40,Female,Jaipur,North,20-50L,Luxury Shopper,3.8,Email,Ethnic Wear,Platinum,2018-10-07,True,qsangha@example.com,04946595930,True,True,True
C05878,Rajata Viswanathan,18,Male,Nagpur,Central,<2L,Student,8.3,Push Notification,Footwear,Bronze,2020-03-16,True,raksha13@example.net,+911184492336,True,True,False
C05879,Eiravati Banik,22,Female,Nagpur,Central,<2L,Student,3.7,SMS,Activewear,Bronze,2023-06-17,True,prabhakarzaid@example.com,+913016725073,False,True,True
C05880,Elijah Virk,27,Female,Agra,North,20-50L,Frequent Buyer,17.7,Push Notification,Bottoms,Bronze,2022-01-31,False,radhikanaidu@example.org,5623870703,False,False,False
C05881,Radha Dugar,64,Male,Indore,Central,2-5L,Seasonal Buyer,1.0,WhatsApp,Tops,Silver,2022-08-25,True,amairamukhopadhyay@example.com,2865018850,False,True,True
C05882,Yug Prabhakar,55,Male,Bhopal,Central,<2L,Brand Loyalist,12.0,Email,Outerwear,Gold,2019-03-31,True,jasmit25@example.com,+916228093751,False,True,True
C05883,Gunbir Anne,53,Female,Bhopal,Central,<2L,Brand Loyalist,10.4,Push Notification,Bottoms,Bronze,2018-03-18,True,vritti25@example.com,+919074338926,True,False,True
C05884,Lavanya Gera,29,Female,Patna,East,10-20L,Working Professional,9.8,Push Notification,Footwear,Silver,2019-03-16,True,jagdishjaggi@example.net,2015041215,False,True,False
C05885,Niharika Mander,21,Other,Delhi,North,5-10L,Brand Loyalist,2.5,SMS,Ethnic Wear,Bronze,2020-07-22,False,harishmore@example.net,5129422669,True,False,True
C05886,Yadavi Rau,47,Female,Ludhiana,North,<2L,Frequent Buyer,8.5,In-App,Tops,Silver,2023-07-20,False,odikakurian@example.org,09282655093,False,True,True
C05887,Zansi Vohra,32,Male,Patna,East,5-10L,Working Professional,4.3,Push Notification,Accessories,Bronze,2020-05-25,True,varenyacomar@example.net,06707272974,False,True,True
C05888,Daksh Borde,18,Male,Hyderabad,South,<2L,Student,7.6,Email,Dresses,Bronze,2023-11-16,True,ekapadsaraf@example.org,+916065589884,True,True,True
C05889,Leela Mahal,55,Male,Bhopal,Central,>50L,Luxury Shopper,1.6,Push Notification,Activewear,Silver,2022-02-27,True,omkaarborde@example.net,+913410597088,True,False,True
C05890,Onveer Kamdar,19,Female,Agra,North,<2L,Student,3.7,Email,Ethnic Wear,Platinum,2022-01-07,True,xgoyal@example.net,05276106508,True,True,True
C05891,Kiaan Venkatesh,43,Female,Chennai,South,<2L,Budget Shopper,5.8,Email,Footwear,Bronze,2023-12-16,True,agateshivansh@example.net,9344729992,True,True,True
C05892,Sai Narula,47,Male,Kochi,South,>50L,Luxury Shopper,2.8,Push Notification,Outerwear,Bronze,2020-03-25,True,lekhalala@example.org,6103225648,True,False,True
C05893,Mugdha Wali,26,Female,Kochi,South,<2L,Brand Loyalist,4.6,In-App,Tops,Silver,2020-06-28,True,tarak71@example.net,04061294510,False,True,True
C05894,Harinakshi Chaudhary,37,Female,Agra,North,2-5L,Fashion Enthusiast,2.9,SMS,Dresses,Bronze,2018-05-24,True,zsubramanian@example.net,07525156561,True,True,True
C05895,Mohammed Ganesh,45,Male,Ahmedabad,West,5-10L,Brand Loyalist,9.7,In-App,Dresses,Bronze,2019-12-05,True,anandvedhika@example.org,+916733391222,True,True,True
C05896,Lavanya Dugar,37,Female,Hyderabad,South,>50L,Brand Loyalist,10.7,In-App,Bottoms,Gold,2019-02-19,False,wdani@example.net,+911007179170,False,True,True
C05897,Kamya Karpe,45,Female,Mumbai,West,20-50L,Fashion Enthusiast,7.7,Email,Ethnic Wear,Gold,2022-06-03,True,wsavant@example.org,+918897779767,True,False,True
C05898,Chandran Narula,23,Male,Chennai,South,<2L,Student,11.2,SMS,Footwear,Bronze,2018-03-15,True,utalwar@example.net,+919527450363,True,True,True
C05899,Rohan Gopal,32,Female,Surat,West,<2L,Brand Loyalist,9.0,SMS,Footwear,Bronze,2019-08-04,True,samaksh84@example.com,01163703954,True,False,False
C05900,Peter Mukhopadhyay,63,Male,Kochi,South,<2L,Impulse Buyer,8.4,Push Notification,Footwear,Silver,2021-10-22,True,sameshsandal@example.com,0821127293,True,True,True
C05901,Jagat Mistry,24,Female,Pune,West,20-50L,Fashion Enthusiast,5.6,Email,Bottoms,Bronze,2022-08-28,True,cdivan@example.com,+912804306638,True,True,True
C05902,Wakeeta Shah,32,Male,Kolkata,East,10-20L,Family Shopper,9.9,Push Notification,Footwear,Silver,2020-08-13,True,somanansh@example.org,1451891686,True,True,True
C05903,Ladli Swaminathan,39,Male,Kolkata,East,10-20L,Working Professional,6.1,WhatsApp,Activewear,Silver,2019-09-19,True,karnikjeremiah@example.net,06292892371,True,True,False
C05904,Maya Agarwal,28,Male,Agra,North,10-20L,Impulse Buyer,2.6,WhatsApp,Footwear,Silver,2022-03-06,True,binagaba@example.com,3918073209,True,True,False
C05905,Ubika Buch,38,Female,Ahmedabad,West,<2L,Budget Shopper,4.5,In-App,Accessories,Silver,2023-01-17,True,damyanti66@example.org,01240568760,False,True,True
C05906,Upma Morar,62,Female,Bengaluru,South,<2L,Budget Shopper,2.3,WhatsApp,Activewear,Bronze,2023-04-12,True,samuelahluwalia@example.com,04639609795,True,True,True
C05907,Janaki Parekh,20,Male,Surat,West,5-10L,Frequent Buyer,18.3,WhatsApp,Ethnic Wear,Silver,2018-09-20,True,falanmuni@example.org,7851259007,True,True,True
C05908,Chakradev Tara,47,Female,Bhopal,Central,<2L,Budget Shopper,3.5,In-App,Dresses,Bronze,2023-09-12,True,yashvikunda@example.org,03628053243,False,True,True
C05909,Charan Mannan,22,Male,Bengaluru,South,<2L,Student,6.3,Email,Tops,Bronze,2023-10-08,True,eandra@example.com,7196861767,True,True,True
C05910,Arya Kaul,35,Female,Chandigarh,North,5-10L,Family Shopper,2.5,SMS,Accessories,Bronze,2019-06-13,True,kakarkrish@example.com,6765817994,True,False,False
C05911,Aarna Padmanabhan,23,Male,Mumbai,West,<2L,Student,6.6,Email,Tops,Bronze,2023-09-23,True,zinal79@example.org,5314112478,True,True,False
C05912,Amaira Parsa,18,Female,Bengaluru,South,20-50L,Frequent Buyer,8.7,SMS,Bottoms,Silver,2022-03-05,True,isarraf@example.net,+917811411151,False,False,True
C05913,Chatresh Raghavan,33,Male,Surat,West,<2L,Budget Shopper,3.8,WhatsApp,Innerwear,Bronze,2022-04-20,False,ektabalay@example.net,7868786895,True,False,False
C05914,Ijaya Nagy,42,Male,Ludhiana,North,>50L,Frequent Buyer,12.6,Push Notification,Bottoms,Silver,2023-06-12,True,vinaya05@example.net,+913930936760,True,True,False
C05915,Warjas Sant,19,Male,Pune,West,<2L,Student,4.4,SMS,Activewear,Bronze,2023-02-27,True,daminibal@example.org,08346916273,False,True,False
C05916,Saksham Chakrabarti,61,Female,Chandigarh,North,<2L,Budget Shopper,5.8,In-App,Activewear,Gold,2018-08-10,True,amolravi@example.com,+914527326194,True,True,True
C05917,Farhan Dhar,23,Female,Ludhiana,North,2-5L,Budget Shopper,5.5,Email,Ethnic Wear,Platinum,2022-01-23,True,rachitaiyengar@example.com,3452706243,True,False,True
C05918,Nandini Padmanabhan,62,Female,Agra,North,2-5L,Budget Shopper,5.3,In-App,Outerwear,Gold,2020-09-12,False,tarakkibe@example.net,+912965146213,True,True,True
C05919,Libni Dyal,52,Female,Indore,Central,20-50L,Seasonal Buyer,1.0,In-App,Dresses,Gold,2022-01-14,True,sachdevaikshita@example.net,05639033482,True,True,True
C05920,Aarini Nath,45,Female,Pune,West,20-50L,Fashion Enthusiast,5.9,WhatsApp,Ethnic Wear,Bronze,2021-08-04,True,anushaaurora@example.org,07357379527,False,True,False
C05921,Ucchal Nayar,54,Male,Bhopal,Central,20-50L,Luxury Shopper,3.4,Push Notification,Bottoms,Gold,2020-02-02,True,nagiojas@example.net,00982380773,True,True,True
C05922,Amrita Sagar,30,Male,Nagpur,Central,2-5L,Family Shopper,8.2,SMS,Activewear,Silver,2021-06-05,True,ssrinivas@example.com,06018867826,True,True,True
C05923,Elijah Prakash,26,Male,Mumbai,West,<2L,Budget Shopper,4.4,In-App,Dresses,Silver,2018-07-06,True,parekhyashoda@example.net,+915093971147,True,True,False
