employee_id,store_id,name,role,join_date,salary,performance_score,is_active
E00697,S0015,Baljiwan Gera,Store Manager,2021-04-22,64998,3.2,True
E00698,S0106,Neha Dhawan,Visual Merchandiser,2018-02-13,74429,3.2,True
E00699,S0026,Balvan Randhawa,Customer Service Rep,2018-04-17,74516,3.6,True
E00700,S0028,Wazir Bawa,Sales Associate,2018-02-20,93010,4.1,True
E00701,S0050,Amruta Pradhan,Cashier,2023-09-16,48591,3.1,True
E00702,S0114,Geetika Mitter,Cashier,2020-09-22,33045,4.4,True
E00703,S0080,Avni Swamy,Security,2023-10-03,100420,4.3,True
E00704,S0139,Vedant Desai,Cashier,2019-08-27,76541,2.9,True
E00705,S0095,Saanvi Nagi,Store Manager,2023-10-22,91865,4.0,True
E00706,S0061,Omaja Chakraborty,Store Manager,2022-09-25,60064,2.6,True
E00707,S0052,Riya Kakar,Sales Associate,2021-10-30,39819,4.0,True
E00708,S0120,Vedhika Varty,Customer Service Rep,2021-10-06,95753,2.9,True
E00709,S0027,Daksh Varma,Warehouse Staff,2018-06-22,80002,2.7,True
E00710,S0058,Dominic Mukhopadhyay,Visual Merchandiser,2023-03-26,96778,2.6,True
E00711,S0085,Krishna Viswanathan,Security,2020-04-20,67469,2.6,False
E00712,S0093,Oscar Hans,Store Manager,2018-10-30,61908,2.1,True
E00713,S0075,Dalbir Krish,Warehouse Staff,2020-03-07,97750,3.8,True
E00714,S0012,Tanmayi Bedi,Store Manager,2020-03-26,40929,2.9,True
E00715,S0068,Rushil Mahal,Cashier,2021-10-23,87680,2.7,True
E00716,S0046,Ucchal Tiwari,Stock Associate,2019-02-19,17751,4.5,True
E00717,S0029,Jatin Balasubramanian,Customer Service Rep,2020-05-11,54986,3.4,True
E00718,S0096,Kashish Suresh,Cashier,2023-11-29,119729,5.0,False
E00719,S0017,Peter Som,Sales Associate,2019-08-15,32143,4.4,True
E00720,S0097,Hemangini Gade,Customer Service Rep,2021-07-26,93584,3.3,True
E00721,S0012,Gautam Mane,Visual Merchandiser,2021-04-19,118492,2.4,True
E00722,S0072,Libni Bawa,Cashier,2023-09-13,91556,4.7,True
E00723,S0021,Tanish Kant,Warehouse Staff,2018-09-23,36945,3.5,True
E00724,S0131,Samuel Luthra,Customer Service Rep,2023-08-05,83012,3.4,True
E00725,S0096,Yochana Bahri,Warehouse Staff,2023-07-20,77096,2.8,True
E00726,S0150,Urvi Deo,Store Manager,2020-04-28,43773,4.7,True
E00727,S0061,Abhiram Kapur,Security,2020-06-14,55107,3.3,True
E00728,S0041,Dalaja Maharaj,Customer Service Rep,2020-11-08,87161,2.3,True
E00729,S0076,Krisha Palla,Warehouse Staff,2023-10-27,61081,2.7,True
E00730,S0132,Zayyan Kamdar,Customer Service Rep,2022-10-12,74133,3.4,True
E00731,S0128,Chasmum Verma,Customer Service Rep,2021-01-23,65118,2.1,True
E00732,S0068,Harsh Amble,Sales Associate,2022-01-10,25802,2.9,True
E00733,S0140,Barkha Misra,Sales Associate,2021-02-06,44850,2.3,True
E00734,S0010,Vasatika Bhatt,Visual Merchandiser,2021-09-29,40774,4.0,True
E00735,S0071,Aradhana Nair,Visual Merchandiser,2019-07-19,113616,4.1,True
E00736,S0067,Advika Misra,Store Manager,2021-05-11,51942,4.5,True
E00737,S0104,Mason Varughese,Security,2018-02-18,76866,4.0,False
E00738,S0039,Dakshesh Raval,Security,2020-07-21,44743,4.2,True
E00739,S0060,Logan Bal,Warehouse Staff,2023-03-05,59650,4.4,True
E00740,S0049,Chakrika Lad,Security,2022-09-07,42470,3.3,False
E00741,S0008,Nidhi Rama,Customer Service Rep,2019-07-24,90695,4.6,True
E00742,S0003,Ranveer Oza,Warehouse Staff,2021-12-23,59541,2.7,True
E00743,S0104,Vamakshi Parmer,Stock Associate,2021-08-28,91933,2.1,True
E00744,S0036,Onkar Golla,Cashier,2021-09-14,89473,3.9,True
E00745,S0147,Gunbir Sinha,Security,2022-04-11,41765,4.8,True
E00746,S0099,Aarna Goswami,Visual Merchandiser,2023-04-29,29239,3.0,False
E00747,S0078,Gaurav Kapadia,Sales Associate,2019-12-04,28672,4.0,True
E00748,S0126,Udant Mohanty,Store Manager,2020-02-04,41083,2.2,False
E00749,S0073,Garima Prabhu,Visual Merchandiser,2020-08-12,53155,4.0,True
E00750,S0015,Chaitaly Sheth,Customer Service Rep,2023-10-25,16447,2.5,False
E00751,S0106,Upma Bera,Security,2019-10-06,29515,2.4,True
E00752,S0018,Urmi Hayer,Security,2020-04-25,32030,4.6,True
E00753,S0122,Lakshmi Wagle,Cashier,2021-06-25,92003,2.6,True
E00754,S0118,Odika Bhagat,Stock Associate,2020-04-06,15975,5.0,True
E00755,S0103,Laksh Iyer,Visual Merchandiser,2023-11-24,58108,4.7,False
E00756,S0118,Nimrat Shankar,Warehouse Staff,2018-06-10,111638,2.3,True
E00757,S0117,Diya Gole,Customer Service Rep,2021-05-03,66260,3.8,True
E00758,S0045,Vinaya Natarajan,Security,2020-10-17,38537,4.7,True
E00759,S0118,Dhriti Bhardwaj,Security,2020-01-22,106556,3.7,True
E00760,S0012,Siya Mahal,Visual Merchandiser,2019-10-09,50884,4.6,True
E00761,S0018,Om Dutt,Visual Merchandiser,2023-07-15,68907,5.0,True
E00762,S0095,Gaurang Dayal,Sales Associate,2019-03-07,81112,4.3,True
E00763,S0116,Pushti Raval,Cashier,2020-11-01,42180,3.5,True
E00764,S0019,Vansha Rajagopal,Warehouse Staff,2022-04-11,60043,4.2,False
E00765,S0102,Baljiwan Walla,Store Manager,2018-02-13,47847,2.3,False
E00766,S0084,Kashvi Atwal,Warehouse Staff,2023-06-09,75470,2.2,True
E00767,S0063,Rayaan Badami,Warehouse Staff,2019-07-29,76707,4.5,True
E00768,S0044,Yuvraj Kara,Store Manager,2019-02-16,38230,2.9,True
E00769,S0101,Devika Dayal,Cashier,2018-11-14,103000,4.3,True
E00770,S0040,Leela Thakur,Warehouse Staff,2022-01-06,38322,2.7,True
E00771,S0137,Oliver Bhattacharyya,Visual Merchandiser,2022-12-16,106323,2.1,True
E00772,S0134,Chanchal Mannan,Sales Associate,2022-05-19,105485,2.9,True
E00773,S0002,Zinal Viswanathan,Store Manager,2022-03-26,115547,2.6,True
E00774,S0062,Radha Desai,Visual Merchandiser,2019-01-10,17102,3.3,False
E00775,S0087,Vrishti Parmer,Visual Merchandiser,2018-09-16,43910,4.9,True
E00776,S0043,Nitesh Raval,Cashier,2018-06-30,69484,3.5,True
E00777,S0083,Vedant Kapur,Visual Merchandiser,2020-04-28,86002,3.2,True
E00778,S0060,Siddharth Bains,Visual Merchandiser,2019-03-10,61737,3.0,True
E00779,S0081,Jatin Peri,Store Manager,2022-05-14,42887,3.4,True
E00780,S0072,Keya Kumer,Customer Service Rep,2018-06-29,23825,4.7,True
E00781,S0128,Chanakya Chokshi,Sales Associate,2019-12-04,48022,4.9,True
E00782,S0100,Chanakya D’Alia,Cashier,2021-09-22,37980,3.9,False
E00783,S0082,Sachi Rai,Warehouse Staff,2018-10-04,58922,2.1,False
E00784,S0115,Zayyan Som,Security,2023-09-25,98963,4.2,True
E00785,S0004,Samesh Andra,Visual Merchandiser,2018-03-28,95786,4.3,True
E00786,S0061,Osha Chaudhuri,Security,2020-09-24,96233,2.2,True
E00787,S0128,Laksh Sahota,Stock Associate,2020-04-07,34879,3.1,True
E00788,S0061,Yasti Dalal,Warehouse Staff,2021-09-08,32598,2.8,True
E00789,S0011,Ishaan Cherian,Security,2021-03-27,113376,2.1,True
E00790,S0085,Rushil Iyengar,Customer Service Rep,2020-09-19,41976,3.6,False
E00791,S0064,Saksham Parmar,Visual Merchandiser,2022-04-12,83350,3.0,True
E00792,S0002,Chakrika Dyal,Sales Associate,2023-07-07,24173,4.9,True
E00793,S0037,Watika Johal,Visual Merchandiser,2019-05-30,27027,2.5,True
E00794,S0053,Ganga Keer,Visual Merchandiser,2023-09-10,25245,3.3,True
E00795,S0043,Agastya Chakraborty,Visual Merchandiser,2020-09-30,70576,2.5,True
E00796,S0074,Wakeeta Dixit,Warehouse Staff,2020-04-04,50633,4.6,True
E00797,S0093,Yasti Borde,Security,2022-03-28,36989,3.4,True
E00798,S0111,Aahana Kashyap,Cashier,2023-05-29,17596,4.3,True
E00799,S0022,Chaman Lalla,Stock Associate,2019-09-18,87463,4.2,True
E00800,S0119,Chandresh Chaudhry,Stock Associate,2023-02-01,52122,3.1,True
E00801,S0019,Balveer Mannan,Customer Service Rep,2019-07-14,108698,3.4,True
E00802,S0049,Dhriti Sandhu,Store Manager,2018-02-22,80627,4.2,True
E00803,S0104,Girish Bath,Security,2022-06-05,112280,3.1,True
E00804,S0019,Lakshit Garde,Security,2018-06-09,31315,3.2,True
E00805,S0050,Ishita Sarma,Security,2020-11-11,116091,4.7,True
E00806,S0131,Girik Pradhan,Warehouse Staff,2022-02-17,106285,2.2,True
E00807,S0109,Qadim Comar,Visual Merchandiser,2020-09-19,77616,2.1,True
E00808,S0008,Mugdha Shan,Cashier,2020-12-06,94355,3.4,True
E00809,S0066,Lekha Sridhar,Visual Merchandiser,2019-10-24,16617,2.4,True
E00810,S0099,Ojas Chowdhury,Security,2018-11-26,82965,4.7,False
E00811,S0043,Daniel Dutta,Security,2020-11-01,105680,2.9,False
E00812,S0098,Omaja Subramanian,Stock Associate,2022-08-13,113626,4.6,True
E00813,S0023,Pratyush Raghavan,Sales Associate,2021-11-11,33705,2.8,True
E00814,S0102,Ayush De,Stock Associate,2018-01-27,37072,4.4,True
E00815,S0018,Vinaya Chowdhury,Security,2023-11-21,69636,4.0,True
E00816,S0044,Ridhi Batra,Cashier,2022-03-15,39431,4.1,True
E00817,S0047,Advika Murthy,Sales Associate,2023-01-20,89329,4.4,True
E00818,S0016,Udarsh Nigam,Cashier,2020-02-25,48993,4.9,False
E00819,S0113,Rachita Kothari,Sales Associate,2019-11-12,25460,2.9,True
E00820,S0071,Hiral Rajan,Sales Associate,2021-11-02,18888,3.8,True
E00821,S0026,Chatura Apte,Store Manager,2018-09-08,49875,4.3,True
E00822,S0150,Yashasvi Singh,Store Manager,2019-02-01,42665,3.6,True
E00823,S0134,Noah Borde,Stock Associate,2023-06-14,77027,4.3,True
E00824,S0087,Ekani Khosla,Customer Service Rep,2021-11-06,56317,4.5,False
E00825,S0103,Arunima Bedi,Security,2018-08-23,61665,4.6,True
E00826,S0001,Kritika Rau,Warehouse Staff,2022-07-04,110056,4.5,False
E00827,S0007,Farhan Sharaf,Sales Associate,2023-12-14,51630,4.9,True
E00828,S0064,Sara Chakrabarti,Customer Service Rep,2023-01-26,96048,4.1,False
E00829,S0132,Sanya Mutti,Security,2020-02-09,15410,5.0,False
E00830,S0083,Widisha Badami,Store Manager,2022-01-15,20997,4.9,True
E00831,S0114,Netra Sachar,Visual Merchandiser,2023-06-08,67450,4.2,True
E00832,S0090,Aadi Chand,Security,2023-05-05,101289,4.6,False
E00833,S0099,Yashoda Jhaveri,Stock Associate,2020-03-10,108315,2.4,True
E00834,S0147,Harita Patla,Store Manager,2019-06-08,80264,4.4,True
E00835,S0141,Udant Sha,Warehouse Staff,2019-11-20,73495,4.9,True
E00836,S0139,Urvashi Patla,Visual Merchandiser,2020-09-23,42740,2.5,False
E00837,S0023,Ishaan Chatterjee,Sales Associate,2022-11-17,108816,2.1,False
E00838,S0084,Aarnav Om,Security,2021-02-22,43885,4.2,True
E00839,S0032,Bishakha Vig,Cashier,2023-12-30,98040,4.2,True
E00840,S0086,Hitesh Bath,Visual Merchandiser,2018-09-22,99408,3.0,False
E00841,S0098,Waida Dey,Security,2020-08-13,44301,2.8,True
E00842,S0029,Hredhaan Kumar,Sales Associate,2021-10-25,112069,3.8,True
E00843,S0030,Raghav Dara,Customer Service Rep,2019-06-06,56074,4.9,True
E00844,S0001,Tanveer Shankar,Stock Associate,2018-09-11,92340,3.6,True
E00845,S0109,Hamsini Chokshi,Customer Service Rep,2022-02-04,119532,4.0,True
E00846,S0134,Chakradhar Dasgupta,Visual Merchandiser,2019-03-13,66814,2.0,False
E00847,S0081,Tanvi Thaman,Cashier,2021-04-30,43692,3.5,True
E00848,S0073,Wishi Agrawal,Cashier,2018-05-21,93496,3.0,True
E00849,S0032,Rachita Subramanian,Stock Associate,2023-05-14,97716,4.5,True
E00850,S0097,Oscar Dave,Store Manager,2021-09-26,35014,4.5,True
E00851,S0058,Lila Nagy,Store Manager,2020-01-04,78898,4.2,True
E00852,S0041,Omya Kothari,Store Manager,2022-05-26,59225,3.3,True
E00853,S0090,Mitali Oza,Security,2022-05-21,24414,3.6,True
E00854,S0050,Sneha Deol,Security,2019-02-03,32157,3.0,True
E00855,S0014,Nitara Vala,Stock Associate,2023-02-18,100804,2.5,True
E00856,S0124,Dipta Kalla,Stock Associate,2019-08-17,42494,2.7,True
E00857,S0003,Shaurya Mannan,Customer Service Rep,2019-02-22,103908,4.4,False
E00858,S0097,Kevin Gokhale,Security,2019-11-21,22383,2.3,False
E00859,S0046,Jack Pandey,Store Manager,2019-04-26,82559,4.0,True
E00860,S0039,Omisha Walla,Security,2020-09-30,19455,2.4,True
E00861,S0078,Pahal Arya,Cashier,2022-03-18,116692,4.1,True
E00862,S0023,Aryan Raj,Warehouse Staff,2022-04-15,51073,3.9,True
E00863,S0003,Chatresh Bhalla,Sales Associate,2019-04-23,25831,2.4,True
E00864,S0131,Amara Dyal,Visual Merchandiser,2018-04-05,91919,3.7,True
E00865,S0071,Zashil Dhingra,Sales Associate,2020-01-12,65326,3.5,True
E00866,S0112,Chakrika Jani,Stock Associate,2019-05-28,28033,3.0,True
E00867,S0138,Jagrati Sethi,Cashier,2022-07-19,106847,2.1,True
E00868,S0138,Udarsh Ramachandran,Warehouse Staff,2018-09-19,83013,4.5,True
E00869,S0032,Yasti Mani,Visual Merchandiser,2019-04-26,38680,4.6,True
E00870,S0002,Lakshmi Ram,Warehouse Staff,2021-07-11,31127,2.1,True
E00871,S0042,Dhriti Bhagat,Sales Associate,2020-11-17,113706,2.1,False
E00872,S0130,Zayan Jain,Stock Associate,2022-01-29,86359,2.5,False
E00873,S0001,Umang Pillai,Visual Merchandiser,2021-05-16,21051,4.8,True
E00874,S0076,Rishi Menon,Warehouse Staff,2019-07-27,90637,3.5,True
E00875,S0091,Peter Borde,Visual Merchandiser,2019-02-10,101850,4.5,True
E00876,S0049,Oscar Varkey,Cashier,2021-05-12,43208,4.9,True
E00877,S0056,Krishna Baria,Customer Service Rep,2021-02-10,31841,4.2,True
E00878,S0141,Arya Lalla,Stock Associate,2020-12-03,65040,3.9,True
E00879,S0117,Naveen Kumer,Sales Associate,2020-11-07,103673,3.3,True
E00880,S0138,Ganga Shukla,Visual Merchandiser,2018-10-17,97518,4.2,False
E00881,S0050,Balveer Dube,Customer Service Rep,2023-09-26,94291,2.5,True
E00882,S0081,Charan Mitra,Security,2022-04-02,18396,4.9,True
E00883,S0070,Ishita Bora,Sales Associate,2023-12-17,29416,4.1,True
E00884,S0085,Thomas Gour,Sales Associate,2022-01-26,58714,4.3,True
E00885,S0058,Yashasvi Dutta,Stock Associate,2018-02-10,27838,3.1,False
E00886,S0097,Netra Chanda,Sales Associate,2019-05-21,38033,3.6,False
E00887,S0126,Timothy Kala,Sales Associate,2023-12-07,60731,4.1,False
E00888,S0142,Garima Patel,Stock Associate,2019-02-10,21286,2.5,False
E00889,S0100,Tejas Wali,Cashier,2021-11-14,112163,4.0,True
E00890,S0142,Aditya Contractor,Security,2023-05-08,92635,2.4,True
E00891,S0132,Sanaya Khosla,Cashier,2019-06-02,33700,3.1,True
E00892,S0014,Balveer Nagi,Customer Service Rep,2020-10-17,103895,3.8,True
E00893,S0047,Ishaan Raju,Warehouse Staff,2021-12-20,119656,3.4,True
E00894,S0110,Barkha Bakshi,Visual Merchandiser,2021-06-04,98313,4.6,False
E00895,S0105,Yoshita Trivedi,Customer Service Rep,2019-01-05,98188,2.2,True
E00896,S0024,Vidhi Bassi,Cashier,2018-08-24,26086,4.2,True
E00897,S0127,Reyansh Nagi,Store Manager,2022-10-03,103740,3.5,True
E00898,S0123,Gopal Ganesh,Warehouse Staff,2023-10-11,104800,5.0,False
E00899,S0032,Dominic Kade,Security,2018-02-26,95777,2.6,True
E00900,S0002,Panini Chawla,Security,2023-12-29,113260,3.0,False
E00901,S0136,Radhika Bora,Store Manager,2023-01-12,37089,4.0,False
E00902,S0135,Arjun Sharaf,Visual Merchandiser,2019-12-18,24846,3.1,True
E00903,S0091,Baljiwan Chahal,Store Manager,2022-09-28,79947,3.1,True
E00904,S0029,Chatura Gokhale,Customer Service Rep,2020-10-20,85663,4.6,False
E00905,S0075,Ekavir Kari,Stock Associate,2023-06-02,53475,2.8,True
E00906,S0146,Nikita Rama,Security,2020-06-09,54953,4.8,False
E00907,S0132,Nidhi Sant,Store Manager,2023-03-12,95969,4.5,True
E00908,S0002,Anay Ramachandran,Warehouse Staff,2021-09-07,54105,3.1,True
E00909,S0048,Abeer Bhatnagar,Security,2021-12-23,16161,2.3,True
E00910,S0022,Elijah Parmar,Cashier,2022-08-10,31232,4.7,True
E00911,S0065,Bimala Mitra,Visual Merchandiser,2023-04-12,66820,3.1,True
E00912,S0047,Baghyawati Sarma,Stock Associate,2019-03-22,72484,4.0,True
E00913,S0036,Megha Balasubramanian,Customer Service Rep,2022-11-13,15761,3.1,False
E00914,S0051,Naksh Walla,Sales Associate,2020-02-16,52342,2.1,True
E00915,S0085,Laban Raman,Store Manager,2019-10-19,102320,2.6,True
E00916,S0069,Maanas Misra,Sales Associate,2022-09-21,79103,3.7,True
E00917,S0033,Advay Dhaliwal,Customer Service Rep,2022-06-26,80779,4.2,True
E00918,S0100,Benjamin Ahluwalia,Cashier,2019-03-26,29139,4.4,True
E00919,S0089,Frederick Mody,Store Manager,2020-08-26,21820,4.0,True
E00920,S0003,Hemangini Kakar,Security,2023-05-21,52940,2.8,True
E00921,S0110,Yauvani Dhar,Visual Merchandiser,2019-09-17,110584,3.5,True
E00922,S0030,Qarin Kant,Stock Associate,2020-10-10,102337,4.5,True
E00923,S0027,Rishi Contractor,Cashier,2020-02-12,92489,3.9,True
E00924,S0031,Chatura Shenoy,Cashier,2022-07-02,20028,2.8,True
E00925,S0038,Bina Bhavsar,Security,2018-03-14,95801,2.6,False
E00926,S0098,Guneet Hora,Security,2023-11-21,55166,4.1,False
E00927,S0057,Ganga Parikh,Customer Service Rep,2022-10-12,77809,2.2,True
E00928,S0014,Wahab Chaudhry,Stock Associate,2019-03-27,50290,3.1,False
E00929,S0108,Ekaraj Hari,Visual Merchandiser,2021-08-03,21233,2.5,True
E00930,S0083,Vedika Seshadri,Visual Merchandiser,2021-03-14,76873,2.8,True
E00931,S0111,Damini Dua,Cashier,2020-10-30,79393,3.1,True
E00932,S0025,Diya Sangha,Store Manager,2019-06-18,58412,3.1,True
E00933,S0136,Aayush Munshi,Customer Service Rep,2020-09-02,100229,2.8,True
E00934,S0023,Timothy Sarin,Sales Associate,2019-06-19,97517,4.2,True
E00935,S0049,Jagvi Desai,Visual Merchandiser,2022-12-31,27928,2.2,True
E00936,S0088,Varsha Shere,Stock Associate,2023-04-27,114744,2.6,True
E00937,S0012,Jagrati Mody,Cashier,2020-02-25,69815,3.7,True
E00938,S0144,Ikbal Gill,Customer Service Rep,2022-02-08,73783,3.9,True
E00939,S0112,Avni Dey,Sales Associate,2023-06-01,69919,3.6,False
E00940,S0006,Adya Bose,Cashier,2021-01-27,106318,4.9,True
E00941,S0145,Anirudh Tripathi,Store Manager,2020-02-19,112087,4.4,True
E00942,S0137,Nidhi Kala,Sales Associate,2019-11-09,72376,4.3,True
E00943,S0100,Abha Zacharia,Security,2021-01-17,42122,2.6,True
E00944,S0056,Manthan Pau,Store Manager,2023-10-02,74695,3.5,True
E00945,S0067,Udant Mannan,Stock Associate,2020-06-21,53844,4.1,True
E00946,S0044,Ucchal Thaker,Visual Merchandiser,2018-07-06,84935,2.7,True
E00947,S0038,Mekhala Patla,Stock Associate,2019-06-29,50446,4.6,True
E00948,S0064,William Gandhi,Visual Merchandiser,2023-12-30,30228,2.0,True
E00949,S0095,Sanaya Dutta,Customer Service Rep,2018-12-07,107466,4.7,True
E00950,S0035,Madhav Sule,Security,2021-04-22,57550,5.0,True
E00951,S0003,Banjeet Kanda,Customer Service Rep,2020-06-17,110745,4.9,True
E00952,S0005,Vincent Bhatnagar,Sales Associate,2022-04-14,100698,2.8,True
E00953,S0142,Kala Kaur,Visual Merchandiser,2022-12-17,43919,3.0,True
E00954,S0102,Samuel Vasa,Cashier,2023-01-02,45372,4.2,True
E00955,S0038,Lipika Singh,Warehouse Staff,2019-01-19,80006,2.5,True
E00956,S0046,Chakradhar Baral,Visual Merchandiser,2023-07-03,110614,2.5,True
E00957,S0080,Harshil Verma,Cashier,2019-12-29,66668,4.1,True
E00958,S0037,Adya Ghosh,Sales Associate,2022-10-13,47145,3.4,True
E00959,S0104,Kritika Pau,Sales Associate,2023-11-28,32995,4.2,True
E00960,S0026,Zansi Krishnamurthy,Security,2022-04-22,17715,2.3,True
E00961,S0012,Udant Varty,Cashier,2020-10-14,115940,2.3,True
E00962,S0004,Ira Pai,Store Manager,2019-03-12,86089,4.2,True
E00963,S0022,Vasatika Ahuja,Visual Merchandiser,2019-07-25,77970,4.3,False
E00964,S0042,Ria Gandhi,Stock Associate,2021-09-20,77771,2.5,True
E00965,S0069,Faraj Varkey,Sales Associate,2018-03-28,20836,2.3,True
E00966,S0131,Siddharth Doctor,Security,2019-08-04,15158,4.7,True
E00967,S0110,Nakul Pathak,Security,2019-08-27,61309,4.0,True
E00968,S0099,Victor Sachdeva,Sales Associate,2023-07-08,37224,5.0,True
E00969,S0073,Ishaan Subramaniam,Customer Service Rep,2018-11-09,95700,3.0,True
E00970,S0022,Varenya Kade,Store Manager,2019-09-11,38339,3.3,True
E00971,S0047,Nirja Bains,Security,2019-09-08,102460,4.1,True
E00972,S0074,Caleb Datta,Customer Service Rep,2019-03-02,50532,4.7,True
E00973,S0068,Krish Vala,Sales Associate,2018-01-09,34482,4.3,True
E00974,S0038,Manan Bhalla,Security,2023-01-04,109547,4.4,False
E00975,S0018,Aarna Gole,Sales Associate,2022-10-17,110251,2.8,True
E00976,S0033,Anirudh Mander,Cashier,2022-04-27,61217,3.0,True
E00977,S0106,Tarak Sen,Customer Service Rep,2019-07-21,100715,4.8,True
E00978,S0141,Vasatika Garde,Warehouse Staff,2023-12-27,79566,3.6,True
E00979,S0099,Nirja Dhar,Sales Associate,2022-09-24,84067,3.7,True
E00980,S0057,Yasti Lalla,Sales Associate,2020-08-21,62409,2.0,False
E00981,S0005,Hema Setty,Customer Service Rep,2023-04-26,32510,4.8,True
E00982,S0090,Victor Radhakrishnan,Customer Service Rep,2019-07-25,53626,3.4,True
E00983,S0142,Kevin Chopra,Security,2020-09-20,42621,4.5,True
E00984,S0036,Samaksh Virk,Sales Associate,2019-08-10,64474,4.2,True
E00985,S0109,Mason Char,Customer Service Rep,2018-08-10,106934,2.3,True
E00986,S0123,Vamakshi Barad,Cashier,2018-05-04,34252,3.1,True
E00987,S0020,Girik Subramaniam,Store Manager,2022-09-02,34623,4.3,True
E00988,S0036,Aarav Sankar,Stock Associate,2023-04-10,68939,4.2,True
E00989,S0004,Kamala Bassi,Stock Associate,2019-04-01,35432,2.2,True
E00990,S0045,Veer Subramaniam,Cashier,2018-02-14,66955,4.5,True
E00991,S0117,Inaya Chaudhari,Stock Associate,2023-08-18,55112,4.1,True
E00992,S0041,Krish Kumar,Stock Associate,2019-01-12,83354,3.1,False
E00993,S0055,Viraj Chacko,Security,2018-08-18,43692,3.2,True
E00994,S0144,Nilima Kurian,Sales Associate,2023-04-03,77575,2.9,True
E00995,S0098,Abdul Amble,Cashier,2018-08-12,63690,3.9,True
E00996,S0028,Zinal Amble,Sales Associate,2018-11-15,62540,3.8,True
E00997,S0008,Samesh Mutti,Visual Merchandiser,2021-03-01,36333,3.6,True
E00998,S0003,Janaki Chhabra,Stock Associate,2020-02-08,87311,2.6,False
E00999,S0062,Pooja Kulkarni,Stock Associate,2018-12-15,89727,3.7,True
E01000,S0124,Pallavi Pau,Store Manager,2018-07-16,56232,2.3,True
E01001,S0092,Mekhala Jani,Stock Associate,2022-06-19,80564,2.6,True
E01002,S0092,Vasudha Gola,Cashier,2019-02-03,58426,3.2,True
E01003,S0026,Veda Kulkarni,Cashier,2018-04-08,91962,4.4,True
E01004,S0010,Hemangini Rao,Stock Associate,2019-10-23,34862,4.0,True
E01005,S0024,Jagat Karpe,Visual Merchandiser,2020-06-02,104320,4.0,True
E01006,S0042,Neel Chaudhry,Customer Service Rep,2023-01-07,117937,2.4,True
E01007,S0111,Yashoda Rattan,Store Manager,2022-05-07,46340,2.6,True
E01008,S0020,Charles Dyal,Cashier,2023-07-31,27767,4.4,True
E01009,S0080,Abdul Chand,Sales Associate,2023-08-06,27335,3.4,True
E01010,S0076,Urishilla Saran,Cashier,2018-10-07,51715,3.7,True
E01011,S0019,Devansh Lall,Cashier,2023-03-03,48809,5.0,False
E01012,S0114,Kamala Buch,Cashier,2019-05-23,89545,3.5,True
E01013,S0074,Leena Rattan,Security,2022-08-03,96223,4.8,True
E01014,S0094,Dakshesh Gill,Customer Service Rep,2022-03-11,25943,4.0,True
E01015,S0068,Reva Anne,Store Manager,2018-08-22,112129,4.4,True
E01016,S0144,Zarna Mangal,Store Manager,2019-09-26,28801,2.9,True
E01017,S0103,Bahadurjit Uppal,Sales Associate,2020-07-02,65885,4.6,True
E01018,S0090,Omkaar Banik,Warehouse Staff,2023-04-03,99211,3.6,True
E01019,S0028,William Acharya,Sales Associate,2020-01-09,110915,2.3,False
E01020,S0102,Gabriel Majumdar,Security,2020-03-28,67628,3.0,True
E01021,S0125,Ira Rana,Visual Merchandiser,2023-05-05,29984,2.8,True
E01022,S0040,Sai Vasa,Warehouse Staff,2019-08-20,98914,2.6,True
E01023,S0098,Ekapad Chana,Store Manager,2022-01-20,118489,3.3,True
E01024,S0014,Ijaya Palan,Visual Merchandiser,2018-04-04,114433,4.1,True
E01025,S0046,Upkaar Hayer,Sales Associate,2019-08-04,24077,2.8,True
E01026,S0116,Netra Agrawal,Security,2023-11-20,43063,4.0,True
E01027,S0014,Parth Ray,Sales Associate,2022-10-22,59829,4.9,True
E01028,S0051,Elijah Thakur,Customer Service Rep,2022-09-13,78127,3.4,True
E01029,S0042,Harini Dada,Security,2021-12-23,105819,3.7,True
E01030,S0144,Zashil Savant,Visual Merchandiser,2018-11-15,109728,4.0,True
E01031,S0083,Veda Kohli,Customer Service Rep,2018-02-28,34727,4.7,False
E01032,S0128,Tara Sharma,Customer Service Rep,2019-04-11,118811,4.9,True
E01033,S0134,Vasatika Dada,Store Manager,2023-01-20,31478,3.9,True
E01034,S0149,Ekansh Raja,Sales Associate,2018-05-30,43655,4.2,True
E01035,S0140,Victor Mutti,Cashier,2022-03-27,43329,3.0,False
E01036,S0148,Ira Varty,Store Manager,2022-02-25,62683,2.0,False
E01037,S0129,Adya Kothari,Sales Associate,2023-08-07,100054,5.0,True
E01038,S0091,Girik Rastogi,Customer Service Rep,2022-10-11,83572,4.9,True
E01039,S0046,Faqid Gokhale,Warehouse Staff,2022-10-21,63905,2.5,True
E01040,S0139,Dipta Pandya,Security,2022-04-12,52359,4.5,True
E01041,S0112,Amruta Goswami,Stock Associate,2019-02-11,26484,4.4,True
E01042,S0005,Wishi Iyengar,Security,2019-03-01,80064,4.2,True
E01043,S0140,Wyatt Lanka,Sales Associate,2022-12-25,80976,3.7,True
E01044,S0075,Veer Jain,Security,2020-05-17,44213,4.3,True
E01045,S0030,Ishani Dugal,Visual Merchandiser,2023-04-08,31310,3.1,True
